,mean,mean,mean,mean,mean,mean,std,std,std,std,std,std
classifier,knn,lr,mlp,rf,tabpfn,xgboost,knn,lr,mlp,rf,tabpfn,xgboost
method,,,,,,,,,,,,
baseline,90.95084,99.7246,98.52283,83.82987,100.0,96.37755999999999,1.5790780349445832,0.36303367153291183,1.1394218631978825,3.3541154346563604,0.0,2.4386103388792773
ctgan,90.95084,99.7246,98.77606,86.09429,100.0,96.37755999999999,1.5790780349445832,0.36303367153291183,1.1026427951869915,2.2198209454568394,0.0,2.4386103388792773
smote,93.23035999999999,99.65151,98.83219,89.04413,100.0,97.90414,1.3746206702618409,0.4316843276953401,1.1202553562568758,3.3018001329409525,0.0,2.7464219426575958
tabebm,93.21208,99.7535,99.07867999999999,95.19445,99.88439,99.77736,1.0337972096434902,0.3474361843881867,0.8301617604084425,2.3422822636859517,0.3655909202920624,0.32114385561613956
tvae,82.11478,85.17898,89.67944,95.83515,99.82491999999999,98.85790999999999,1.9948948631722685,3.1974233608398577,1.7316423233450957,2.1706763074366173,0.253922988325203,1.129180295071508
