,mean,mean,mean,mean,mean,mean,std,std,std,std,std,std
classifier,knn,lr,mlp,rf,tabpfn,xgboost,knn,lr,mlp,rf,tabpfn,xgboost
method,,,,,,,,,,,,
baseline,88.99546000000001,81.67145000000001,92.36603,91.87219999999999,93.13718,91.38049,2.8009237159670475,2.6668720130311625,1.8801501494709285,2.1210439625597353,1.9137429345540509,2.107712685696141
ctgan,88.99546000000001,81.67145000000001,92.31033,92.19344,93.13718,91.38049,2.8009237159670475,2.6668720130311625,1.7925362175482622,1.786846941278281,1.9137429345540509,2.107712685696141
smote,92.49476999999999,84.6031,92.78074000000001,92.70599,92.90486,91.20005,1.9435318846825664,1.8365386301409474,1.888716084304655,1.8765223860760198,2.2420586438955317,1.848383747584178
tabebm,92.4105,82.49512,92.80009,92.87284,92.44224,92.22811,1.9132424688064091,2.626268967269809,1.912518735681649,1.9643317140103087,2.1867579255347156,1.9032540902651731
tvae,88.91812,79.14014,89.64596,89.93133,91.15790999999999,90.51984999999999,2.9038406329855246,2.396155605780043,2.28706758448455,3.4982881124757115,2.6367598316662972,2.312506642512981
