method,knn,lr,mlp,rf,xgboost,MEAN
baseline,0.0,0.0,0.0,0.0,0.0,0.0
ctgan,0.0,0.0,-0.3188300000000055,0.48000999999999294,0.0,0.03223599999999749
smote,2.6456000000000017,0.01802000000000703,-0.09747000000000128,0.7549199999999985,0.6587399999999946,0.7959620000000001
tabebm,2.456299999999999,0.016690000000011196,0.14405999999999608,0.9393900000000031,1.8432099999999991,1.0799300000000016
tvae,0.6434100000000029,-1.2384699999999924,-1.0157999999999987,-1.4018399999999929,-0.20027000000000328,-0.6425939999999969
