,mean,mean,mean,mean,mean,mean,std,std,std,std,std,std
classifier,knn,lr,mlp,rf,tabpfn,xgboost,knn,lr,mlp,rf,tabpfn,xgboost
method,,,,,,,,,,,,
baseline,55.04679,81.55735999999999,63.00298,87.0779,100.0,100.0,2.5717218345562434,2.7571575496836935,4.3909504457842985,7.908269267882406,0.0,0.0
ctgan,55.04679,81.55735999999999,61.95804,78.70129,100.0,100.0,2.5717218345562434,2.7571575496836935,3.184601804935742,11.590891576046545,0.0,0.0
smote,64.61224,84.01247,64.74978999999999,97.46752000000001,92.54336,100.0,3.6173697308034907,3.5166754673033624,3.795732851637483,3.0526325290367553,5.472594343169322,0.0
tabebm,63.72449,86.76829000000001,67.73557,92.46750999999999,74.65751,99.00801,2.7827293314498114,2.476252694182166,4.72385482984442,5.196587053794699,4.628708040155479,2.0365876964777243
tvae,71.25616,85.39282,71.58377,94.53361,88.36449999999999,98.99619,3.757449951230223,2.2384261607954254,3.018535310764698,5.227122439832454,5.091456707727827,2.301656703067983
