method,knn,lr,mlp,rf,xgboost,MEAN
baseline,0.0,0.0,0.0,0.0,0.0,0.0
ctgan,0.0,0.0,-0.6521499999999989,0.447280000000001,0.0,-0.04097399999999958
smote,0.0,0.0,-0.4870099999999997,-0.308939999999998,0.0,-0.15918999999999955
tabebm,2.7014700000000023,6.832300000000002,1.215720000000001,1.5310600000000019,3.189040000000002,3.0939180000000017
tvae,1.8612400000000004,2.7363300000000006,-0.3892099999999985,1.198570000000002,1.5915200000000027,1.3996900000000014
