method,knn,lr,mlp,rf,tabpfn,xgboost,MEAN
baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ctgan,0.0,0.0,-0.2827300000000008,-0.430029999999995,0.0,0.0,-0.11879333333333264
smote,4.467880000000001,0.9327200000000033,1.8350700000000089,3.7741300000000066,6.846840000000007,0.0819100000000077,2.9897583333333393
tabebm,3.8215700000000083,2.9884500000000074,2.680399999999999,3.1770099999999957,-2.2740799999999908,0.8848500000000001,1.8797000000000033
tvae,9.320700000000002,1.7113200000000006,3.2290399999999977,4.140360000000001,4.006760000000007,2.4658900000000017,4.145678333333335
