,mean,mean,mean,mean,mean,std,std,std,std,std
classifier,knn,lr,mlp,rf,xgboost,knn,lr,mlp,rf,xgboost
method,,,,,,,,,,
baseline,17.72368,22.938769999999998,30.357,42.17438,31.249000000000002,1.545364563101176,2.6569046317723433,3.655256968622955,3.0349704504510595,3.0554462914605462
ctgan,17.72368,22.938769999999998,30.438769999999998,41.84269,31.249000000000002,1.545364563101176,2.6569046317723433,3.440921902969223,2.4986069583091925,3.0554462914605462
smote,17.72368,22.938769999999998,30.539920000000002,42.07342,31.249000000000002,1.545364563101176,2.6569046317723433,2.4311626326147375,3.5559385595867026,3.0554462914605462
tabebm,29.338369999999998,28.405810000000002,30.95677,42.53998,35.64738,2.6525581217006353,2.5162496354031854,3.354656555049017,3.3830383299303244,3.1452234041126204
tvae,23.56406,23.02333,30.431330000000003,40.97858,34.51957,1.322526939192125,1.8146160879860451,3.025405402421303,3.2485345406471797,3.8305846185812302
