method,knn,lr,mlp,rf,xgboost,MEAN
baseline,0.0,0.0,0.0,0.0,0.0,0.0
ctgan,0.0,0.0,-0.7563000000000031,-1.284179999999992,0.0,-0.408095999999999
smote,0.0,0.0,-0.0055299999999931515,-0.49407999999999674,0.0,-0.09992199999999798
tabebm,9.722740000000002,7.133989999999997,0.31510000000000105,-0.7030700000000039,3.0450799999999987,3.902767999999999
tvae,9.266760000000005,4.509900000000002,1.6009000000000029,0.42535000000000167,2.4932500000000033,3.659232000000003
