method,knn,lr,mlp,rf,xgboost,MEAN
baseline,0.0,0.0,0.0,0.0,0.0,0.0
ctgan,-0.0882000000000005,-1.7734800000000064,-0.026099999999999568,1.1928200000000047,-0.05642999999999887,-0.15027800000000013
smote,7.883769999999998,4.453919999999993,3.2051500000000033,1.4236200000000068,-0.07050000000000267,3.3791919999999998
tabebm,10.437360000000005,6.826509999999995,3.5786899999999946,1.2324699999999993,1.7498899999999935,4.764983999999997
tvae,6.623960000000004,4.647389999999998,2.8869200000000035,0.5692200000000085,1.3149799999999914,3.208494000000001
