method,knn,lr,mlp,rf,xgboost,MEAN
baseline,0.0,0.0,0.0,0.0,0.0,0.0
ctgan,0.0,0.0,-0.21519000000000688,-0.36317000000000377,0.0,-0.11567200000000213
smote,0.0,0.0,-0.02546999999999855,0.10101999999999123,0.0,0.015109999999998536
tabebm,31.295570000000005,1.4984700000000117,0.5595200000000062,5.099699999999999,5.103670000000001,8.711386000000005
tvae,22.662699999999994,-4.968369999999993,-4.57135000000001,-1.6069300000000055,-3.213860000000004,1.6604379999999963
