method,knn,lr,mlp,rf,xgboost,MEAN
baseline,0.0,0.0,0.0,0.0,0.0,0.0
ctgan,0.0,0.0,0.39975000000000094,0.17112999999999978,0.0,0.11417600000000014
smote,0.0,0.0,-0.20669999999999789,-0.02350999999999992,0.0,-0.04604199999999956
tabebm,4.085670000000002,0.1972700000000014,0.8269900000000003,1.7824100000000005,0.5060000000000002,1.4796680000000009
tvae,1.83732,-2.1690299999999993,-0.6501899999999967,-0.2256499999999999,0.07665000000000077,-0.22617999999999902
