,mean,mean,mean,mean,mean,mean,std,std,std,std,std,std
classifier,knn,lr,mlp,rf,tabpfn,xgboost,knn,lr,mlp,rf,tabpfn,xgboost
method,,,,,,,,,,,,
baseline,67.17323999999999,67.71931,67.75438,68.80262,70.76316,67.51973000000001,3.804073389641399,3.1712717282398475,3.59474046375782,3.2480932953212904,3.1872350881463243,4.1513436448803995
ctgan,67.17323999999999,67.71931,68.70614,68.64912000000001,70.76316,67.51973000000001,3.804073389641399,3.1712717282398475,4.523618246296012,4.136409922411246,3.1872350881463243,4.1513436448803995
smote,67.14034000000001,68.71272,67.61404999999999,69.32237,70.42325,69.07675,3.680022085742906,3.8680617790079577,4.456812832120687,4.742662526014964,4.4271745567699465,4.412293725553131
tabebm,67.13815,70.5285,68.18861,70.54167,67.12719,69.76315,2.850023777776061,2.8886608069792095,3.709025599039905,4.515965047854604,3.733479184784914,3.5654676792346107
tvae,70.56138999999999,70.58771,69.64911,70.99341999999999,71.37938,71.34869,4.157842582250772,3.670380257457438,4.079903903947293,3.7454265693272144,4.136029853964898,4.244684564500775
