method,knn,lr,mlp,rf,tabpfn,xgboost,MEAN
baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ctgan,0.0,0.0,-0.006919999999979609,0.03753000000000384,0.0,0.0,0.005101666666670705
smote,0.6095299999999924,0.3108299999999957,0.37145000000001005,0.19017999999999802,-0.3677100000000024,0.15842999999999563,0.21211833333333155
tabebm,0.3895899999999983,-0.5928399999999954,0.13217000000001633,-2.0000000006348273e-05,-0.3939500000000038,0.4715799999999888,0.0010883333333329877
tvae,-0.0011599999999987176,-6.327449999999999,-0.5058999999999969,-0.15269000000000688,-0.4020500000000027,0.2288599999999974,-1.1933983333333344
