method,knn,lr,mlp,rf,xgboost,MEAN
baseline,0.0,0.0,0.0,0.0,0.0,0.0
ctgan,0.9259500000000003,1.067779999999999,-5.527830000000002,-0.04543999999999926,-0.01312999999998965,-0.7185339999999982
smote,5.023830000000004,3.566830000000003,0.6131600000000077,0.5312800000000095,0.5147699999999986,2.0499740000000046
tabebm,6.847940000000001,6.449120000000001,0.5696299999999965,0.06016999999999939,1.2957800000000077,3.044528000000001
tvae,3.6623600000000067,3.8934399999999982,-0.500319999999995,0.17226999999999748,1.3514300000000077,1.715836000000003
