dataset,n_real,split,method,classifier,balanced_accuracy,split_seed,n_train,n_test,n_pool,n_classes_in_split,n_test_excluded,train_class_counts,test_class_counts,n_syn_generated,syn_class_counts,aug_time_sec,per_class_recall,ks_median_pvalue,ks_mean_pvalue,eval_time_sec,status
energy,20,0,baseline,lr,36.1005,42,20,187,349,11,162,"[1, 1, 3, 2, 1, 1, 1, 1, 3, 5, 1]","[10, 16, 8, 10, 21, 13, 27, 6, 22, 37, 17]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.7, 0.0, 0.375, 0.6, 0.0476, 0.1538, 0.0, 1.0, 0.5, 0.5946, 0.0]",,,0.71,ok
energy,20,0,baseline,knn,17.5469,42,20,187,349,11,162,"[1, 1, 3, 2, 1, 1, 1, 1, 3, 5, 1]","[10, 16, 8, 10, 21, 13, 27, 6, 22, 37, 17]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.0, 0.0, 0.625, 0.1, 0.0, 0.0, 0.0, 0.0, 0.7727, 0.4324, 0.0]",,,0.16,ok
energy,20,0,baseline,mlp,37.3067,42,20,187,349,11,162,"[1, 1, 3, 2, 1, 1, 1, 1, 3, 5, 1]","[10, 16, 8, 10, 21, 13, 27, 6, 22, 37, 17]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.5, 0.1875, 0.125, 0.6, 0.1429, 0.3077, 0.2593, 1.0, 0.4091, 0.5135, 0.0588]",,,0.14,ok
energy,20,0,baseline,rf,48.9094,42,20,187,349,11,162,"[1, 1, 3, 2, 1, 1, 1, 1, 3, 5, 1]","[10, 16, 8, 10, 21, 13, 27, 6, 22, 37, 17]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.5, 0.0, 0.875, 0.6, 0.1905, 0.4615, 0.5185, 1.0, 0.5, 0.6757, 0.0588]",,,0.32,ok
energy,20,0,baseline,xgboost,29.3146,42,20,187,349,11,162,"[1, 1, 3, 2, 1, 1, 1, 1, 3, 5, 1]","[10, 16, 8, 10, 21, 13, 27, 6, 22, 37, 17]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.4, 0.0, 0.5, 0.6, 0.0952, 0.1538, 0.1852, 0.3333, 0.2273, 0.7297, 0.0]",,,0.37,ok
energy,20,0,baseline,tabpfn,,42,20,187,349,11,162,"[1, 1, 3, 2, 1, 1, 1, 1, 3, 5, 1]","[10, 16, 8, 10, 21, 13, 27, 6, 22, 37, 17]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,,,,0.0,skipped: tabpfn max 10 classes
energy,20,0,smote,lr,36.1005,42,20,187,349,11,162,"[1, 1, 3, 2, 1, 1, 1, 1, 3, 5, 1]","[10, 16, 8, 10, 21, 13, 27, 6, 22, 37, 17]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.7, 0.0, 0.375, 0.6, 0.0476, 0.1538, 0.0, 1.0, 0.5, 0.5946, 0.0]",,,0.41,ok
energy,20,0,smote,knn,17.5469,42,20,187,349,11,162,"[1, 1, 3, 2, 1, 1, 1, 1, 3, 5, 1]","[10, 16, 8, 10, 21, 13, 27, 6, 22, 37, 17]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.0, 0.0, 0.625, 0.1, 0.0, 0.0, 0.0, 0.0, 0.7727, 0.4324, 0.0]",,,0.05,ok
energy,20,0,smote,mlp,40.9615,42,20,187,349,11,162,"[1, 1, 3, 2, 1, 1, 1, 1, 3, 5, 1]","[10, 16, 8, 10, 21, 13, 27, 6, 22, 37, 17]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.7, 0.125, 0.0, 0.7, 0.1905, 0.3846, 0.3333, 1.0, 0.5, 0.5135, 0.0588]",,,0.15,ok
energy,20,0,smote,rf,51.61,42,20,187,349,11,162,"[1, 1, 3, 2, 1, 1, 1, 1, 3, 5, 1]","[10, 16, 8, 10, 21, 13, 27, 6, 22, 37, 17]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[1.0, 0.0625, 0.5, 0.6, 0.0476, 0.4615, 0.6667, 1.0, 0.5455, 0.6757, 0.1176]",,,0.34,ok
energy,20,0,smote,xgboost,29.3146,42,20,187,349,11,162,"[1, 1, 3, 2, 1, 1, 1, 1, 3, 5, 1]","[10, 16, 8, 10, 21, 13, 27, 6, 22, 37, 17]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.4, 0.0, 0.5, 0.6, 0.0952, 0.1538, 0.1852, 0.3333, 0.2273, 0.7297, 0.0]",,,0.24,ok
