method,knn,lr,mlp,rf,tabpfn,xgboost,MEAN
baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ctgan,0.0,-0.28000000000000114,-0.36000000000001364,-1.4199999999999875,-1.5999999999999943,-1.0799999999999983,-0.7899999999999991
smote,-0.12000000000000455,-0.7999999999999972,-0.8800000000000097,-0.3199999999999932,-2.0200000000000102,-0.03999999999999204,-0.6966666666666678
tabebm,-0.8799999999999955,-0.7600000000000051,-0.30000000000001137,-0.29999999999999716,-1.1200000000000045,-0.35999999999999943,-0.6200000000000022
tvae,0.09999999999999432,0.01999999999999602,-0.38000000000000966,-0.9199999999999875,-1.6400000000000006,-0.6599999999999966,-0.5800000000000006
