method,knn,lr,mlp,rf,xgboost,MEAN
baseline,0.0,0.0,0.0,0.0,0.0,0.0
ctgan,0.0,0.0,0.08176999999999879,-0.3316900000000018,0.0,-0.049984000000000604
smote,0.0,0.0,0.18292000000000286,-0.1009600000000006,0.0,0.01639200000000045
tabebm,11.614689999999996,5.467040000000004,0.5997699999999995,0.3656000000000006,4.398379999999996,4.489095999999999
tvae,5.84038,0.0845600000000033,0.07433000000000334,-1.1957999999999984,3.2705699999999993,1.6148080000000014
