method,knn,lr,mlp,rf,xgboost,MEAN
baseline,0.0,0.0,0.0,0.0,0.0,0.0
ctgan,0.0,0.0,-0.10102000000000544,-0.044799999999995066,0.0,-0.0291640000000001
smote,0.9200799999999845,-0.01845000000000141,0.08167000000000257,0.2775400000000019,0.19937000000000182,0.29204199999999786
tabebm,0.8063199999999995,0.07861999999998659,0.03820000000000334,0.37328999999999724,0.9033799999999985,0.439961999999997
tvae,0.03953999999998814,-0.4606799999999964,-0.40050999999999704,-0.463799999999992,0.32146000000000186,-0.19279799999999908
