,mean,mean,mean,mean,mean,mean,std,std,std,std,std,std
classifier,knn,lr,mlp,rf,tabpfn,xgboost,knn,lr,mlp,rf,tabpfn,xgboost
method,,,,,,,,,,,,
baseline,52.065909999999995,60.818819999999995,58.51219,52.3778,54.863429999999994,58.43763,1.5060192240546677,3.802964860853815,3.8799974053399104,2.2073761815029784,4.9880662122599055,2.7559098735666634
ctgan,52.065909999999995,60.818819999999995,58.229459999999996,51.947770000000006,54.863429999999994,58.43763,1.5060192240546677,3.802964860853815,3.8652180085705106,1.908946106014171,4.9880662122599055,2.7559098735666634
smote,56.533789999999996,61.75154,60.347260000000006,56.15193000000001,61.71027,58.519540000000006,3.0950213021884045,5.219179084917899,3.8514158320746876,3.9701527029266215,4.726416227744747,3.492131006897268
tabebm,55.887480000000004,63.80727,61.192589999999996,55.554809999999996,52.58935,59.32248,3.8862883445947927,5.462838062775713,4.659819237898492,3.562754727719674,2.280769585152247,3.4384447901792914
tvae,61.38661,62.530139999999996,61.741229999999995,56.51816,58.87019,60.90352,4.75701888451861,4.10448849058361,3.3777910010505066,3.80028689770771,4.8726538993881165,4.064888855607793
