,mean,mean,mean,mean,mean,mean,std,std,std,std,std,std
classifier,knn,lr,mlp,rf,tabpfn,xgboost,knn,lr,mlp,rf,tabpfn,xgboost
method,,,,,,,,,,,,
baseline,78.99352999999999,80.78773,81.24976000000001,76.98798000000001,80.15499,77.54082,2.47447132088632,2.1561876809931553,2.4569142200917153,3.1911735691504557,2.0416173286283463,1.9938799126883795
ctgan,78.99352999999999,80.78773,80.98161,77.77232000000001,80.15499,77.54082,2.47447132088632,2.1561876809931553,2.040959530574883,3.079307995060643,2.0416173286283463,1.9938799126883795
smote,77.11694,81.37444,80.62343999999999,77.61677,79.07989,77.58799,3.9915950268310354,1.7565183246664127,3.0520785257118024,4.188215064267302,2.9826426032593614,2.301510897673767
tabebm,76.72571,80.70809,81.28515,80.5698,77.35122,78.76079999999999,2.686335734560708,2.908132159785346,2.8043544784059584,2.623110173057929,2.657891578676606,1.4631256056052675
tvae,79.6574,79.26571,79.98195000000001,78.25452,80.49482,78.36348000000001,3.3012475948074886,2.5225893101467496,1.9549427779349464,3.676136375719603,1.9741572107836032,2.797367499711911
