,mean,mean,mean,mean,mean,mean,std,std,std,std,std,std
classifier,knn,lr,mlp,rf,tabpfn,xgboost,knn,lr,mlp,rf,tabpfn,xgboost
method,,,,,,,,,,,,
baseline,80.68101,83.23754,84.08921000000001,80.55516,82.3631,79.6363,1.099337849647085,1.7424648673008534,1.6352412397292027,2.162640963780683,1.8857639589537396,1.3776338837941553
ctgan,80.68101,83.23754,84.04637,80.42047,82.3631,79.6363,1.099337849647085,1.7424648673008534,1.598405055081816,1.58183954099158,1.8857639589537396,1.3776338837941553
smote,79.4106,83.34389999999999,83.04992999999999,80.61182,82.02587,80.78818,2.1490966567374286,2.0680576555470274,2.0663815239043672,1.9356420133898702,2.339339322235136,1.8204513144944192
tabebm,78.74692,83.58085,83.22253,82.29705,80.98957,81.55375000000001,1.693258059219303,2.0531638713891747,2.3656624447146584,1.6803857673826623,1.9532693249182733,1.9603147265738285
tvae,81.25566,81.58594000000001,82.41987,81.10916,82.92584,81.2333,1.37924493771854,1.3627738437955659,2.104689792423895,2.0245901166518734,1.5821962823872429,2.0023629269218692
