dataset,n_real,split,method,classifier,balanced_accuracy,split_seed,n_train,n_test,n_pool,n_classes_in_split,n_test_excluded,train_class_counts,test_class_counts,n_syn_generated,syn_class_counts,aug_time_sec,per_class_recall,ks_median_pvalue,ks_mean_pvalue,eval_time_sec,status
fourier,500,0,baseline,lr,78.8,42,500,500,1500,10,0,"[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]","[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.96, 0.46, 0.72, 0.94, 0.94, 0.78, 0.88, 0.46, 0.74, 1.0]",,,0.87,ok
fourier,500,0,baseline,knn,78.4,42,500,500,1500,10,0,"[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]","[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.96, 0.5, 0.88, 0.92, 0.88, 0.76, 0.78, 0.32, 0.84, 1.0]",,,0.01,ok
fourier,500,0,baseline,mlp,81.6,42,500,500,1500,10,0,"[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]","[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.96, 0.48, 0.72, 0.94, 0.98, 0.84, 0.94, 0.52, 0.78, 1.0]",,,0.47,ok
fourier,500,0,baseline,rf,83.8,42,500,500,1500,10,0,"[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]","[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[1.0, 0.38, 0.8, 0.96, 0.94, 0.9, 1.0, 0.56, 0.84, 1.0]",,,0.2,ok
fourier,500,0,baseline,xgboost,81.6,42,500,500,1500,10,0,"[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]","[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.96, 0.52, 0.76, 0.96, 0.92, 0.82, 0.96, 0.46, 0.82, 0.98]",,,0.6,ok
fourier,500,0,baseline,tabpfn,86.4,42,500,500,1500,10,0,"[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]","[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[1.0, 0.62, 0.78, 1.0, 0.94, 0.88, 0.9, 0.66, 0.86, 1.0]",,,0.52,ok
fourier,500,0,smote,lr,78.4,42,500,500,1500,10,0,"[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]","[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]",500,"[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]",0.05,"[0.96, 0.5, 0.72, 0.96, 0.9, 0.76, 0.86, 0.44, 0.74, 1.0]",0.241977,0.349273,0.45,ok
fourier,500,0,smote,knn,78.6,42,500,500,1500,10,0,"[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]","[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]",500,"[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]",0.05,"[0.96, 0.52, 0.86, 0.92, 0.94, 0.78, 0.82, 0.28, 0.8, 0.98]",0.241977,0.349273,0.14,ok
fourier,500,0,smote,mlp,80.0,42,500,500,1500,10,0,"[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]","[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]",500,"[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]",0.05,"[0.96, 0.52, 0.74, 0.96, 0.94, 0.8, 0.94, 0.44, 0.7, 1.0]",0.241977,0.349273,0.55,ok
fourier,500,0,smote,rf,83.4,42,500,500,1500,10,0,"[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]","[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]",500,"[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]",0.05,"[1.0, 0.5, 0.8, 0.96, 0.92, 0.9, 1.0, 0.44, 0.82, 1.0]",0.241977,0.349273,0.22,ok
