,mean,mean,mean,mean,mean,std,std,std,std,std
classifier,knn,lr,mlp,rf,xgboost,knn,lr,mlp,rf,xgboost
method,,,,,,,,,,
baseline,22.545679999999997,24.399070000000002,23.65815,22.536080000000002,21.43463,2.8799814165295503,1.3603463497294426,1.468451329538103,2.0709584945677264,1.9047085499128493
ctgan,22.42632,23.8758,23.99952,21.43373,20.892680000000002,2.723645232975673,1.2587585224250828,1.3244759045666994,2.1531136064623557,1.3270143906110785
smote,20.944409999999998,24.325290000000003,23.02236,21.96836,21.920769999999997,1.5875385394796984,1.7444221816024545,1.9547331276786721,1.792826997416835,2.5545906686895177
tabebm,20.41565,24.547990000000002,23.46135,22.9076,21.69092,2.3632703575295357,2.3005981485257254,1.4322715898956528,2.479897551199333,1.9461354570875418
tvae,24.33539,24.62925,23.52277,23.0317,22.24365,2.478180413775846,1.7495325770997616,1.3296633091375674,1.6837374669994662,1.5534116190930631
