,mean,mean,mean,mean,mean,mean,std,std,std,std,std,std
classifier,knn,lr,mlp,rf,tabpfn,xgboost,knn,lr,mlp,rf,tabpfn,xgboost
method,,,,,,,,,,,,
baseline,75.34,75.7,77.02000000000001,80.47999999999999,83.5,78.44,2.1103975402226416,1.491457154746471,1.9764165103090583,1.6870750493745703,1.5895492023421827,1.5428689006018748
ctgan,75.34,75.42,76.66,79.06,81.9,77.36,2.1103975402226416,1.7649677365637897,1.946050130677804,1.233063033443322,1.4023789311975101,1.319259051302828
smote,75.22,74.9,76.14,80.16,81.47999999999999,78.4,1.587310793624096,1.848122170083888,2.028792744466522,1.6621271511730618,1.2968337510173698,1.3564659966250512
tabebm,74.46000000000001,74.94,76.72,80.17999999999999,82.38,78.08,2.125088233462318,1.6112107248898266,1.424234687277502,1.2523755205386466,1.7800124843507255,1.6975799768428534
tvae,75.44,75.72,76.64,79.56,81.86,77.78,2.3547587750954215,2.0356817039999178,1.4385177556545223,0.9276014469827235,1.4206414826486715,1.6314955647435172
