dataset,n_real,split,method,classifier,balanced_accuracy,split_seed,n_train,n_test,n_pool,n_classes_in_split,n_test_excluded,train_class_counts,test_class_counts,n_syn_generated,syn_class_counts,aug_time_sec,per_class_recall,ks_median_pvalue,ks_mean_pvalue,eval_time_sec,status
protein,500,0,baseline,lr,98.8063,42,500,500,580,8,0,"[70, 62, 70, 63, 62, 48, 62, 63]","[69, 63, 69, 62, 63, 49, 63, 62]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[1.0, 0.9683, 1.0, 0.9839, 0.9524, 1.0, 1.0, 1.0]",,,1.14,ok
protein,500,0,baseline,knn,90.3409,42,500,500,580,8,0,"[70, 62, 70, 63, 62, 48, 62, 63]","[69, 63, 69, 62, 63, 49, 63, 62]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.8696, 0.8095, 0.913, 0.871, 0.8413, 0.9388, 0.9841, 1.0]",,,0.07,ok
protein,500,0,baseline,mlp,99.7984,42,500,500,580,8,0,"[70, 62, 70, 63, 62, 48, 62, 63]","[69, 63, 69, 62, 63, 49, 63, 62]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[1.0, 1.0, 1.0, 0.9839, 1.0, 1.0, 1.0, 1.0]",,,0.43,ok
protein,500,0,baseline,rf,95.3194,42,500,500,580,8,0,"[70, 62, 70, 63, 62, 48, 62, 63]","[69, 63, 69, 62, 63, 49, 63, 62]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.8841, 0.8889, 1.0, 1.0, 0.873, 0.9796, 1.0, 1.0]",,,0.21,ok
protein,500,0,baseline,xgboost,91.6812,42,500,500,580,8,0,"[70, 62, 70, 63, 62, 48, 62, 63]","[69, 63, 69, 62, 63, 49, 63, 62]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.8261, 0.9048, 1.0, 0.9355, 0.7937, 0.9388, 0.9841, 0.9516]",,,0.58,ok
protein,500,0,baseline,tabpfn,99.2063,42,500,500,580,8,0,"[70, 62, 70, 63, 62, 48, 62, 63]","[69, 63, 69, 62, 63, 49, 63, 62]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[1.0, 0.9841, 1.0, 1.0, 0.9524, 1.0, 1.0, 1.0]",,,0.66,ok
protein,500,0,smote,lr,98.8063,42,500,500,580,8,0,"[70, 62, 70, 63, 62, 48, 62, 63]","[69, 63, 69, 62, 63, 49, 63, 62]",500,"[70, 62, 70, 63, 62, 48, 62, 63]",0.02,"[1.0, 0.9683, 1.0, 0.9839, 0.9524, 1.0, 1.0, 1.0]",0.770437,0.720811,0.66,ok
protein,500,0,smote,knn,94.1571,42,500,500,580,8,0,"[70, 62, 70, 63, 62, 48, 62, 63]","[69, 63, 69, 62, 63, 49, 63, 62]",500,"[70, 62, 70, 63, 62, 48, 62, 63]",0.02,"[0.913, 0.8889, 0.942, 0.9677, 0.873, 0.9796, 0.9683, 1.0]",0.770437,0.720811,0.13,ok
protein,500,0,smote,mlp,99.4188,42,500,500,580,8,0,"[70, 62, 70, 63, 62, 48, 62, 63]","[69, 63, 69, 62, 63, 49, 63, 62]",500,"[70, 62, 70, 63, 62, 48, 62, 63]",0.02,"[0.9855, 1.0, 1.0, 0.9839, 0.9841, 1.0, 1.0, 1.0]",0.770437,0.720811,0.5,ok
protein,500,0,smote,rf,96.0754,42,500,500,580,8,0,"[70, 62, 70, 63, 62, 48, 62, 63]","[69, 63, 69, 62, 63, 49, 63, 62]",500,"[70, 62, 70, 63, 62, 48, 62, 63]",0.02,"[0.913, 0.9365, 1.0, 0.9839, 0.873, 0.9796, 1.0, 1.0]",0.770437,0.720811,0.21,ok
protein,500,0,smote,xgboost,93.0751,42,500,500,580,8,0,"[70, 62, 70, 63, 62, 48, 62, 63]","[69, 63, 69, 62, 63, 49, 63, 62]",500,"[70, 62, 70, 63, 62, 48, 62, 63]",0.02,"[0.8696, 0.9206, 1.0, 0.9355, 0.8095, 0.9592, 1.0, 0.9516]",0.770437,0.720811,0.39,ok
protein,500,0,smote,tabpfn,99.0424,42,500,500,580,8,0,"[70, 62, 70, 63, 62, 48, 62, 63]","[69, 63, 69, 62, 63, 49, 63, 62]",500,"[70, 62, 70, 63, 62, 48, 62, 63]",0.02,"[0.971, 1.0, 1.0, 1.0, 0.9524, 1.0, 1.0, 1.0]",0.770437,0.720811,0.14,ok
protein,500,0,tabebm,lr,98.8063,42,500,500,580,8,0,"[70, 62, 70, 63, 62, 48, 62, 63]","[69, 63, 69, 62, 63, 49, 63, 62]",496,"[62, 62, 62, 62, 62, 62, 62, 62]",44.67,"[1.0, 0.9524, 1.0, 0.9839, 0.9683, 1.0, 1.0, 1.0]",0.737902,0.651223,0.66,ok
protein,500,0,tabebm,knn,93.3964,42,500,500,580,8,0,"[70, 62, 70, 63, 62, 48, 62, 63]","[69, 63, 69, 62, 63, 49, 63, 62]",496,"[62, 62, 62, 62, 62, 62, 62, 62]",44.67,"[0.9275, 0.8095, 0.942, 0.9355, 0.8889, 1.0, 0.9683, 1.0]",0.737902,0.651223,0.15,ok
protein,500,0,tabebm,mlp,98.6597,42,500,500,580,8,0,"[70, 62, 70, 63, 62, 48, 62, 63]","[69, 63, 69, 62, 63, 49, 63, 62]",496,"[62, 62, 62, 62, 62, 62, 62, 62]",44.67,"[0.971, 0.9524, 0.9855, 0.9839, 1.0, 1.0, 1.0, 1.0]",0.737902,0.651223,0.38,ok
protein,500,0,tabebm,rf,95.789,42,500,500,580,8,0,"[70, 62, 70, 63, 62, 48, 62, 63]","[69, 63, 69, 62, 63, 49, 63, 62]",496,"[62, 62, 62, 62, 62, 62, 62, 62]",44.67,"[0.942, 0.9206, 1.0, 1.0, 0.8413, 0.9592, 1.0, 1.0]",0.737902,0.651223,0.25,ok
protein,500,0,tabebm,xgboost,93.5682,42,500,500,580,8,0,"[70, 62, 70, 63, 62, 48, 62, 63]","[69, 63, 69, 62, 63, 49, 63, 62]",496,"[62, 62, 62, 62, 62, 62, 62, 62]",44.67,"[0.913, 0.8889, 1.0, 0.9677, 0.8413, 0.9388, 0.9841, 0.9516]",0.737902,0.651223,0.53,ok
protein,500,0,tabebm,tabpfn,99.0597,42,500,500,580,8,0,"[70, 62, 70, 63, 62, 48, 62, 63]","[69, 63, 69, 62, 63, 49, 63, 62]",496,"[62, 62, 62, 62, 62, 62, 62, 62]",44.67,"[0.9565, 1.0, 1.0, 1.0, 0.9683, 1.0, 1.0, 1.0]",0.737902,0.651223,0.15,ok
protein,500,0,tvae,lr,98.4095,42,500,500,580,8,0,"[70, 62, 70, 63, 62, 48, 62, 63]","[69, 63, 69, 62, 63, 49, 63, 62]",500,"[70, 62, 70, 63, 62, 48, 62, 63]",181.68,"[1.0, 0.9683, 1.0, 0.9839, 0.9206, 1.0, 1.0, 1.0]",0.001877,0.032624,0.74,ok
protein,500,0,tvae,knn,91.0121,42,500,500,580,8,0,"[70, 62, 70, 63, 62, 48, 62, 63]","[69, 63, 69, 62, 63, 49, 63, 62]",500,"[70, 62, 70, 63, 62, 48, 62, 63]",181.68,"[0.8986, 0.8095, 0.942, 0.8871, 0.8413, 0.9184, 0.9841, 1.0]",0.001877,0.032624,0.15,ok
protein,500,0,tvae,mlp,99.4016,42,500,500,580,8,0,"[70, 62, 70, 63, 62, 48, 62, 63]","[69, 63, 69, 62, 63, 49, 63, 62]",500,"[70, 62, 70, 63, 62, 48, 62, 63]",181.68,"[1.0, 0.9841, 1.0, 0.9839, 0.9841, 1.0, 1.0, 1.0]",0.001877,0.032624,0.51,ok
