,mean,mean,mean,mean,mean,mean,std,std,std,std,std,std
classifier,knn,lr,mlp,rf,tabpfn,xgboost,knn,lr,mlp,rf,tabpfn,xgboost
method,,,,,,,,,,,,
baseline,35.739999999999995,49.940000000000005,44.32,47.06,53.4,42.78,3.4590300503015126,2.730974592013301,4.700070921450724,4.598598820413792,9.287506542542934,4.997288153477733
ctgan,35.739999999999995,49.940000000000005,45.760000000000005,47.08,53.4,42.78,3.4590300503015126,2.730974592013301,3.327728621413979,4.124937709967401,9.287506542542934,4.997288153477733
smote,51.14,49.739999999999995,45.72,48.540000000000006,32.86,33.26,3.4641657645736945,2.8410483198206173,4.279356130177635,4.548064301314229,6.359629618844864,6.08754648624733
tabebm,48.96,49.36,46.14,51.42,42.92,39.519999999999996,3.699609589012211,3.3490297102295163,4.28750121477145,5.635167354312656,4.747116083593395,7.13875183612498
tvae,49.88,49.519999999999996,45.440000000000005,49.980000000000004,46.8,32.4,3.961144615722415,3.306827953055783,3.353008599253313,6.004775877027663,6.4903346943316,6.758698099486321
