method,knn,lr,mlp,rf,xgboost,MEAN
baseline,0.0,0.0,0.0,0.0,0.0,0.0
ctgan,0.0,0.0,0.2523499999999963,0.20960000000000178,0.0,0.09238999999999961
smote,2.9596300000000006,-0.38326999999999956,0.025579999999997938,0.4824200000000012,0.18202999999999925,0.6532779999999999
tabebm,2.2278599999999997,0.36270000000000024,0.6912999999999982,1.7184600000000003,0.6559699999999982,1.1312579999999994
tvae,4.10886,0.5757300000000001,0.20289999999999964,0.5292199999999987,0.47964999999999947,1.1792719999999997
