dataset,n_real,split,method,classifier,balanced_accuracy,split_seed,n_train,n_test,n_pool,n_classes_in_split,n_test_excluded,train_class_counts,test_class_counts,n_syn_generated,syn_class_counts,aug_time_sec,per_class_recall,ks_median_pvalue,ks_mean_pvalue,eval_time_sec,status
protein,20,0,baseline,lr,49.4663,42,20,500,580,8,0,"[3, 2, 3, 3, 2, 2, 2, 3]","[69, 63, 69, 62, 63, 49, 63, 62]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.5507, 0.3175, 0.1449, 0.6774, 0.4127, 0.5714, 0.4762, 0.8065]",,,1.02,ok
protein,20,0,baseline,knn,31.747,42,20,500,580,8,0,"[3, 2, 3, 3, 2, 2, 2, 3]","[69, 63, 69, 62, 63, 49, 63, 62]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.5507, 0.2222, 0.2899, 0.7581, 0.4286, 0.0, 0.0, 0.2903]",,,0.01,ok
protein,20,0,baseline,mlp,49.4971,42,20,500,580,8,0,"[3, 2, 3, 3, 2, 2, 2, 3]","[69, 63, 69, 62, 63, 49, 63, 62]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.4348, 0.2698, 0.1159, 0.7581, 0.5556, 0.5918, 0.5079, 0.7258]",,,0.04,ok
protein,20,0,baseline,rf,48.7729,42,20,500,580,8,0,"[3, 2, 3, 3, 2, 2, 2, 3]","[69, 63, 69, 62, 63, 49, 63, 62]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.5797, 0.2857, 0.2464, 0.7581, 0.2698, 0.6531, 0.2381, 0.871]",,,0.17,ok
protein,20,0,baseline,xgboost,45.5254,42,20,500,580,8,0,"[3, 2, 3, 3, 2, 2, 2, 3]","[69, 63, 69, 62, 63, 49, 63, 62]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.3623, 0.3175, 0.1014, 0.7419, 0.5556, 0.551, 0.2381, 0.7742]",,,0.21,ok
protein,20,0,baseline,tabpfn,44.714,42,20,500,580,8,0,"[3, 2, 3, 3, 2, 2, 2, 3]","[69, 63, 69, 62, 63, 49, 63, 62]",0,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.4638, 0.1746, 0.2319, 0.8065, 0.746, 0.1429, 0.2857, 0.7258]",,,0.76,ok
protein,20,0,smote,lr,49.8833,42,20,500,580,8,0,"[3, 2, 3, 3, 2, 2, 2, 3]","[69, 63, 69, 62, 63, 49, 63, 62]",500,"[75, 50, 75, 75, 50, 50, 50, 75]",0.01,"[0.5217, 0.3175, 0.1304, 0.6935, 0.4444, 0.6327, 0.4762, 0.7742]",0.758946,0.740624,0.42,ok
protein,20,0,smote,knn,47.3508,42,20,500,580,8,0,"[3, 2, 3, 3, 2, 2, 2, 3]","[69, 63, 69, 62, 63, 49, 63, 62]",500,"[75, 50, 75, 75, 50, 50, 50, 75]",0.01,"[0.4783, 0.2857, 0.1449, 0.629, 0.3175, 0.7143, 0.4603, 0.7581]",0.758946,0.740624,0.13,ok
protein,20,0,smote,mlp,48.6312,42,20,500,580,8,0,"[3, 2, 3, 3, 2, 2, 2, 3]","[69, 63, 69, 62, 63, 49, 63, 62]",500,"[75, 50, 75, 75, 50, 50, 50, 75]",0.01,"[0.5072, 0.254, 0.2174, 0.629, 0.2857, 0.7959, 0.5238, 0.6774]",0.758946,0.740624,0.16,ok
protein,20,0,smote,rf,49.6341,42,20,500,580,8,0,"[3, 2, 3, 3, 2, 2, 2, 3]","[69, 63, 69, 62, 63, 49, 63, 62]",500,"[75, 50, 75, 75, 50, 50, 50, 75]",0.01,"[0.6377, 0.1905, 0.2319, 0.7258, 0.3968, 0.7755, 0.2222, 0.7903]",0.758946,0.740624,0.2,ok
