method,knn,lr,mlp,rf,tabpfn,xgboost,MEAN
baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ctgan,0.0,0.0,0.3633399999999938,0.618070000000003,0.0,0.0,0.1635683333333328
smote,3.4442399999999935,0.3550299999999993,-0.316110000000009,0.7483300000000099,-1.5340599999999966,-0.4048700000000025,0.38209333333333245
tabebm,3.6309499999999986,0.3155500000000018,0.3483799999999917,0.9857599999999991,-1.043360000000007,0.3820800000000162,0.7698933333333334
tvae,0.38809999999999434,-0.899550000000005,-0.5221200000000152,0.5558300000000145,-0.5990200000000101,0.8203299999999984,-0.042738333333337174
