dataset,n_real,split,method,classifier,balanced_accuracy,split_seed,n_train,n_test,n_pool,n_classes_in_split,n_test_excluded,train_class_counts,test_class_counts,n_syn_generated,syn_class_counts,aug_time_sec,per_class_recall,ks_median_pvalue,ks_mean_pvalue,eval_time_sec,status
texture,20,0,baseline,lr,75.863,42,20,500,5000,11,0,"[2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2]","[45, 45, 45, 46, 46, 45, 46, 46, 46, 45, 45]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.4, 0.8444, 0.5111, 0.9783, 0.8913, 0.2667, 0.9565, 0.8696, 0.7826, 0.8444, 1.0]",,,0.92,ok
texture,20,0,baseline,knn,36.6711,42,20,500,5000,11,0,"[2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2]","[45, 45, 45, 46, 46, 45, 46, 46, 46, 45, 45]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.8889, 0.0889, 0.0667, 0.7174, 0.9565, 0.2222, 0.587, 0.2174, 0.0, 0.0, 0.2889]",,,0.04,ok
texture,20,0,baseline,mlp,75.8937,42,20,500,5000,11,0,"[2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2]","[45, 45, 45, 46, 46, 45, 46, 46, 46, 45, 45]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.6, 0.8, 0.4889, 0.9565, 0.7174, 0.2667, 0.8478, 0.8696, 0.9348, 0.9111, 0.9556]",,,0.09,ok
texture,20,0,baseline,rf,63.3553,42,20,500,5000,11,0,"[2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2]","[45, 45, 45, 46, 46, 45, 46, 46, 46, 45, 45]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.3778, 0.7333, 0.4444, 0.5652, 0.8696, 0.2444, 0.7826, 0.5652, 0.6087, 0.7778, 1.0]",,,0.48,ok
texture,20,0,baseline,xgboost,48.4717,42,20,500,5000,11,0,"[2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2]","[45, 45, 45, 46, 46, 45, 46, 46, 46, 45, 45]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.4444, 0.4444, 0.3333, 0.3696, 0.6522, 0.2444, 0.7174, 0.2391, 0.087, 0.8, 1.0]",,,0.33,ok
texture,20,0,baseline,tabpfn,,42,20,500,5000,11,0,"[2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2]","[45, 45, 45, 46, 46, 45, 46, 46, 46, 45, 45]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,,,,0.0,skipped: tabpfn max 10 classes
texture,20,0,smote,lr,75.863,42,20,500,5000,11,0,"[2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2]","[45, 45, 45, 46, 46, 45, 46, 46, 46, 45, 45]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.05,"[0.4, 0.8444, 0.5111, 0.9783, 0.8913, 0.2667, 0.9565, 0.8696, 0.7826, 0.8444, 1.0]",,,0.62,ok
texture,20,0,smote,knn,36.6711,42,20,500,5000,11,0,"[2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2]","[45, 45, 45, 46, 46, 45, 46, 46, 46, 45, 45]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.05,"[0.8889, 0.0889, 0.0667, 0.7174, 0.9565, 0.2222, 0.587, 0.2174, 0.0, 0.0, 0.2889]",,,0.04,ok
texture,20,0,smote,mlp,72.7053,42,20,500,5000,11,0,"[2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2]","[45, 45, 45, 46, 46, 45, 46, 46, 46, 45, 45]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.05,"[0.4889, 0.7778, 0.4889, 0.9565, 0.5435, 0.2667, 0.8261, 0.8913, 0.8913, 0.9111, 0.9556]",,,0.08,ok
texture,20,0,smote,rf,64.3522,42,20,500,5000,11,0,"[2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2]","[45, 45, 45, 46, 46, 45, 46, 46, 46, 45, 45]",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.05,"[0.4444, 0.5778, 0.4667, 0.6739, 1.0, 0.2889, 0.7391, 0.4783, 0.5652, 0.8444, 1.0]",,,0.19,ok
