method,knn,lr,mlp,rf,xgboost,MEAN
baseline,0.0,0.0,0.0,0.0,0.0,0.0
ctgan,-0.12218000000000018,-0.8965200000000024,-0.8676500000000011,-1.8292600000000014,-1.0792199999999958,-0.9589660000000002
smote,0.9065499999999993,-0.12530000000000285,-0.5029100000000035,0.458479999999998,-0.5221599999999995,0.042931999999998284
tabebm,0.7566500000000005,0.7535699999999999,-0.7049200000000013,0.5548400000000022,-0.3010799999999989,0.21181200000000047
tvae,3.1649199999999986,1.289399999999997,-0.48843000000000103,0.7624700000000004,0.4665100000000031,1.0389739999999996
