method,knn,lr,mlp,rf,tabpfn,xgboost,MEAN
baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ctgan,0.0,0.0,0.9517600000000073,-0.15349999999999397,0.0,0.0,0.13304333333333554
smote,-0.03289999999998372,0.9934100000000115,-0.14033000000000584,0.5197500000000019,-0.33991000000000327,1.5570199999999943,0.4261733333333358
tabebm,-0.035089999999996735,2.809190000000001,0.43422999999999945,1.7390499999999918,-3.6359700000000004,2.243419999999986,0.5924716666666635
tvae,3.388149999999996,2.8684000000000083,1.8947299999999956,2.1907999999999817,0.6162199999999984,3.828959999999995,2.4645433333333293
