dataset,n_real,split,method,classifier,balanced_accuracy,split_seed,n_train,n_test,n_pool,n_classes_in_split,n_test_excluded,train_class_counts,test_class_counts,n_syn_generated,syn_class_counts,aug_time_sec,per_class_recall,ks_median_pvalue,ks_mean_pvalue,eval_time_sec,status
biodeg,20,0,baseline,lr,69.9432,42,20,500,555,2,0,"[13, 7]","[331, 169]",0,"[0, 0]",0.0,"[0.8308, 0.568]",,,0.86,ok
biodeg,20,0,baseline,knn,62.452,42,20,500,555,2,0,"[13, 7]","[331, 169]",0,"[0, 0]",0.0,"[0.8822, 0.3669]",,,0.11,ok
biodeg,20,0,baseline,mlp,72.7319,42,20,500,555,2,0,"[13, 7]","[331, 169]",0,"[0, 0]",0.0,"[0.8097, 0.645]",,,0.06,ok
biodeg,20,0,baseline,rf,66.9658,42,20,500,555,2,0,"[13, 7]","[331, 169]",0,"[0, 0]",0.0,"[0.8127, 0.5266]",,,0.3,ok
biodeg,20,0,baseline,xgboost,65.4365,42,20,500,555,2,0,"[13, 7]","[331, 169]",0,"[0, 0]",0.0,"[0.7644, 0.5444]",,,1.15,ok
biodeg,20,0,baseline,tabpfn,68.4326,42,20,500,555,2,0,"[13, 7]","[331, 169]",0,"[0, 0]",0.0,"[0.8006, 0.568]",,,0.8,ok
biodeg,20,0,smote,lr,70.6797,42,20,500,555,2,0,"[13, 7]","[331, 169]",500,"[325, 175]",0.13,"[0.8278, 0.5858]",0.787018,0.734833,0.7,ok
biodeg,20,0,smote,knn,70.3087,42,20,500,555,2,0,"[13, 7]","[331, 169]",500,"[325, 175]",0.13,"[0.7553, 0.6509]",0.787018,0.734833,0.3,ok
biodeg,20,0,smote,mlp,71.5672,42,20,500,555,2,0,"[13, 7]","[331, 169]",500,"[325, 175]",0.13,"[0.8278, 0.6036]",0.787018,0.734833,0.7,ok
biodeg,20,0,smote,rf,70.4786,42,20,500,555,2,0,"[13, 7]","[331, 169]",500,"[325, 175]",0.13,"[0.7764, 0.6331]",0.787018,0.734833,0.3,ok
biodeg,20,0,smote,xgboost,65.3104,42,20,500,555,2,0,"[13, 7]","[331, 169]",500,"[325, 175]",0.13,"[0.7855, 0.5207]",0.787018,0.734833,0.09,ok
biodeg,20,0,smote,tabpfn,69.8493,42,20,500,555,2,0,"[13, 7]","[331, 169]",500,"[325, 175]",0.13,"[0.7402, 0.6568]",0.787018,0.734833,1.36,ok
biodeg,20,0,tabebm,lr,70.5098,42,20,500,555,2,0,"[13, 7]","[331, 169]",500,"[250, 250]",38.53,"[0.8066, 0.6036]",0.12537,0.350762,0.97,ok
biodeg,20,0,tabebm,knn,66.7334,42,20,500,555,2,0,"[13, 7]","[331, 169]",500,"[250, 250]",38.53,"[0.7311, 0.6036]",0.12537,0.350762,0.28,ok
