,mean,mean,mean,mean,mean,std,std,std,std,std
classifier,knn,lr,mlp,rf,xgboost,knn,lr,mlp,rf,xgboost
method,,,,,,,,,,
baseline,35.38604,72.63417,70.27843,61.05181,51.870870000000004,3.3541910076797943,1.9738154889846102,3.6913001359201933,4.069595200849563,4.979021907307144
ctgan,35.38604,72.63417,70.06324,60.68864,51.870870000000004,3.3541910076797943,1.9738154889846102,3.1091991706332816,3.89255283449478,4.979021907307144
smote,35.38604,72.63417,70.25296,61.152829999999994,51.870870000000004,3.3541910076797943,1.9738154889846102,2.8852498852689403,3.958620601239219,4.979021907307144
tabebm,66.68161,74.13264000000001,70.83795,66.15151,56.974540000000005,3.901453710392234,2.9084934688292168,4.457899117359607,2.613740161977338,6.715541281270219
tvae,58.048739999999995,67.6658,65.70707999999999,59.44488,48.65701,5.428925370478236,1.975733201174246,3.26842993493138,5.611398622803411,4.87832723002693
