method,knn,lr,mlp,rf,xgboost,MEAN
baseline,0.0,0.0,0.0,0.0,0.0,0.0
ctgan,0.0,0.0,0.061930000000003815,0.5608300000000099,0.0,0.12455200000000274
smote,14.12518,0.35575000000000045,-0.7167299999999983,0.628460000000004,0.8928499999999957,3.0571020000000004
tabebm,9.830920000000006,1.608710000000002,-0.0017600000000044247,2.6780800000000085,7.290750000000003,4.281340000000003
tvae,7.530540000000016,-2.6442499999999995,-3.275800000000004,0.5239200000000039,0.9877099999999928,0.6244240000000019
